"Subject","Experiment","Group","Age","Gender","Running","Condition","Cycle","Sample","Cue","Target","Acc","Resp","RT"
11,"TPL2","5","27","female","Recall","Meaning","3","40","spoliate","plunder","0","soil","2428"
11,"TPL2","5","27","female","Recall","Meaning","3","41","effulgent","shining","0","effect","2613"
11,"TPL2","5","27","female","Recall","Meaning","3","42","objurgate","rebuke","0","object","2803"
11,"TPL2","5","27","female","Recall","Meaning","3","43","interstice","space","0","intership","3730"
11,"TPL2","5","27","female","Recall","Meaning","3","44","stolid","unemotional","0","solid","2688"
11,"TPL2","5","27","female","Recall","Meaning","3","45","slake","quench","0","slake","2070"
12,"TPL2","6","19","female","PracticeFirstWord",NA,"1","1","leggiadrous","elegant","0","legs","5980"
12,"TPL2","6","19","female","PracticeFirstWord",NA,"1","2","droze","drip","0","","0"
12,"TPL2","6","19","female","PracticeFirstWord",NA,"1","3","carcanet","necklace","0","circus","5894"
12,"TPL2","6","19","female","PracticeRecall","firstword","1","1","leggiadrous","elegant","1","elegant","5743"
12,"TPL2","6","19","female","PracticeRecall","firstword","1","2","carcanet","necklace","1","necklace","5077"
12,"TPL2","6","19","female","PracticeRecall","firstword","1","3","droze","drip","0","strings","28318"
12,"TPL2","6","19","female","First Word",NA,"1","1","stolid","unemotional","0","stone","3402"
12,"TPL2","6","19","female","First Word",NA,"1","2","recreant","surrendering","0","","0"
12,"TPL2","6","19","female","First Word",NA,"1","3","maunder","ramble","0","hills","5471"
12,"TPL2","6","19","female","First Word",NA,"1","4","peculate","embezzle","0","think","8855"
12,"TPL2","6","19","female","First Word",NA,"1","5","plangent","noisy","0","boring","5945"
12,"TPL2","6","19","female","First Word",NA,"1","6","roil","billow","0","anger","6924"
12,"TPL2","6","19","female","First Word",NA,"1","7","spoliate","plunder","0","tell","8512"
12,"TPL2","6","19","female","First Word",NA,"1","8","inimical","hostile","0","roll","8372"
12,"TPL2","6","19","female","First Word",NA,"1","9","immolate","sacrifice","0","immature","9891"
12,"TPL2","6","19","female","First Word",NA,"1","10","roke","mist","0","sh","9893"
12,"TPL2","6","19","female","First Word",NA,"1","11","immure","imprison","0","clean","6738"
12,"TPL2","6","19","female","First Word",NA,"1","12","opprobrium","disgrace","0","skeleton","9141"
12,"TPL2","6","19","female","First Word",NA,"1","13","imprecation","curse","0","hel","8258"
12,"TPL2","6","19","female","First Word",NA,"1","14","objurgate","rebuke","0","debate","5338"
12,"TPL2","6","19","female","First Word",NA,"1","15","contumacious","rebellious","0","ca","9814"
12,"TPL2","6","19","female","Recall","First Word","1","1","maunder","ramble","1","ramble","8635"
12,"TPL2","6","19","female","Recall","First Word","1","2","recreant","surrendering","0","plunder","37403"
12,"TPL2","6","19","female","Recall","First Word","1","3","roke","mist","0","hold","47926"
12,"TPL2","6","19","female","Recall","First Word","1","4","spoliate","plunder","1","plunder","15454"
12,"TPL2","6","19","female","Recall","First Word","1","5","plangent","noisy","0","billow","22828"
12,"TPL2","6","19","female","Recall","First Word","1","6","peculate","embezzle","1","embezzle","7591"
12,"TPL2","6","19","female","Recall","First Word","1","7","objurgate","rebuke","0","respute","51464"
12,"TPL2","6","19","female","Recall","First Word","1","8","roil","billow","1","billow","6315"
12,"TPL2","6","19","female","Recall","First Word","1","9","opprobrium","disgrace","0","liquid","63567"
12,"TPL2","6","19","female","Recall","First Word","1","10","inimical","hostile","0","imprison","6937"
12,"TPL2","6","19","female","Recall","First Word","1","11","immure","imprison","0","disgrace","18195"
12,"TPL2","6","19","female","Recall","First Word","1","12","contumacious","rebellious","0","spiteful","32444"
12,"TPL2","6","19","female","Recall","First Word","1","13","immolate","sacrifice","0","deprive","17025"
12,"TPL2","6","19","female","Recall","First Word","1","14","stolid","unemotional","1","unemotional","8204"
12,"TPL2","6","19","female","Recall","First Word","1","15","imprecation","curse","1","curse","4770"
12,"TPL2","6","19","female","PracticeMeaning",NA,"1","1","desman","mole","0","","0"
12,"TPL2","6","19","female","PracticeMeaning",NA,"1","2","tantivy","quick","0","","0"
12,"TPL2","6","19","female","PracticeMeaning",NA,"1","3","achene","fruit","0","scti","9186"
12,"TPL2","6","19","female","Meaning",NA,"1","1","lassitude","tiredness","0","","0"
12,"TPL2","6","19","female","Meaning",NA,"1","2","interstice","space","0","split","6256"
12,"TPL2","6","19","female","Meaning",NA,"1","3","sprauncy","smart","0","cheerful","8369"
12,"TPL2","6","19","female","Meaning",NA,"1","4","encomium","tribute","0","","0"
12,"TPL2","6","19","female","Meaning",NA,"1","5","limpid","clear","0","sea","8695"
12,"TPL2","6","19","female","Meaning",NA,"1","6","stentorian","loud","0","histor","9924"
12,"TPL2","6","19","female","Meaning",NA,"1","7","valinch","tube","0","hungry","8481"
12,"TPL2","6","19","female","Meaning",NA,"1","8","gossamer","flimsy","0","fa","9635"
12,"TPL2","6","19","female","Meaning",NA,"1","9","inculcate","instil","0","include","7836"
12,"TPL2","6","19","female","Meaning",NA,"1","10","stanchion","support","0","courage","9355"
12,"TPL2","6","19","female","Meaning",NA,"1","11","descry","discover","0","harm","7940"
12,"TPL2","6","19","female","Meaning",NA,"1","12","subvention","grant","0","below","8489"
12,"TPL2","6","19","female","Meaning",NA,"1","13","burgeon","flourish","0","weapon","7312"
12,"TPL2","6","19","female","Meaning",NA,"1","14","esculent","edible","0","sly","5693"
12,"TPL2","6","19","female","Meaning",NA,"1","15","blandish","flatter","0","boring","5886"
12,"TPL2","6","19","female","Recall","Meaning","2","16","subvention","grant","1","grant","6979"
12,"TPL2","6","19","female","Recall","Meaning","2","17","sprauncy","smart","1","smart","15612"
12,"TPL2","6","19","female","Recall","Meaning","2","18","lassitude","tiredness","0","harness","38855"
12,"TPL2","6","19","female","Recall","Meaning","2","19","blandish","flatter","0","flourish","27908"
12,"TPL2","6","19","female","Recall","Meaning","2","20","stanchion","support","1","support","22351"
12,"TPL2","6","19","female","Recall","Meaning","2","21","encomium","tribute","0","flatter","23012"
12,"TPL2","6","19","female","Recall","Meaning","2","22","descry","discover","1","discover","11867"
12,"TPL2","6","19","female","Recall","Meaning","2","23","esculent","edible","0","flatter","24364"
12,"TPL2","6","19","female","Recall","Meaning","2","24","interstice","space","1","space","4100"
12,"TPL2","6","19","female","Recall","Meaning","2","25","stentorian","loud","0","actor","20502"
12,"TPL2","6","19","female","Recall","Meaning","2","26","inculcate","instil","0","induce","38896"
12,"TPL2","6","19","female","Recall","Meaning","2","27","valinch","tube","0","insist","15799"
12,"TPL2","6","19","female","Recall","Meaning","2","28","limpid","clear","1","clear","10088"
12,"TPL2","6","19","female","Recall","Meaning","2","29","gossamer","flimsy","0","tool","26000"
12,"TPL2","6","19","female","Recall","Meaning","2","30","burgeon","flourish","1","flourish","4666"
12,"TPL2","6","19","female","PracticeStudy",NA,"1","1","infandous","horrible",NA,NA,NA
12,"TPL2","6","19","female","PracticeStudy",NA,"1","2","gadoid","fish",NA,NA,NA
12,"TPL2","6","19","female","PracticeStudy",NA,"1","3","zamindar","landlord",NA,NA,NA
12,"TPL2","6","19","female","Study",NA,"1","1","superate","overcome",NA,NA,NA
12,"TPL2","6","19","female","Study",NA,"1","2","orotund","pompous",NA,NA,NA
12,"TPL2","6","19","female","Study",NA,"1","3","picaroon","cheat",NA,NA,NA
12,"TPL2","6","19","female","Study",NA,"1","4","subsecive","spare",NA,NA,NA
12,"TPL2","6","19","female","Study",NA,"1","5","succursal","branch",NA,NA,NA
12,"TPL2","6","19","female","Study",NA,"1","6","slake","quench",NA,NA,NA
12,"TPL2","6","19","female","Study",NA,"1","7","compendious","concise",NA,NA,NA
12,"TPL2","6","19","female","Study",NA,"1","8","minatory","threatening",NA,NA,NA
12,"TPL2","6","19","female","Study",NA,"1","9","subduce","withdraw",NA,NA,NA
12,"TPL2","6","19","female","Study",NA,"1","10","effulgent","shining",NA,NA,NA
12,"TPL2","6","19","female","Study",NA,"1","11","subluxation","dislocation",NA,NA,NA
12,"TPL2","6","19","female","Study",NA,"1","12","spoffish","fussy",NA,NA,NA
12,"TPL2","6","19","female","Study",NA,"1","13","everse","overthrow",NA,NA,NA
12,"TPL2","6","19","female","Study",NA,"1","14","inchoate","undeveloped",NA,NA,NA
12,"TPL2","6","19","female","Study",NA,"1","15","frond","leaf",NA,NA,NA
12,"TPL2","6","19","female","Recall","Study","3","31","subsecive","spare","0","reluctant","30968"
12,"TPL2","6","19","female","Recall","Study","3","32","compendious","concise","0","helpful","28881"
12,"TPL2","6","19","female","Recall","Study","3","33","minatory","threatening","1","threatening","9980"
12,"TPL2","6","19","female","Recall","Study","3","34","effulgent","shining","0","honest","21829"
12,"TPL2","6","19","female","Recall","Study","3","35","subluxation","dislocation","1","dislocation","43271"
12,"TPL2","6","19","female","Recall","Study","3","36","inchoate","undeveloped","0","underdeveloped","13787"
12,"TPL2","6","19","female","Recall","Study","3","37","everse","overthrow","1","overthrow","5395"
12,"TPL2","6","19","female","Recall","Study","3","38","spoffish","fussy","1","fussy","2342"
12,"TPL2","6","19","female","Recall","Study","3","39","superate","overcome","0","independent","31260"
12,"TPL2","6","19","female","Recall","Study","3","40","picaroon","cheat","0","branch","61266"
12,"TPL2","6","19","female","Recall","Study","3","41","frond","leaf","1","leaf","2586"
12,"TPL2","6","19","female","Recall","Study","3","42","succursal","branch","1","branch","4062"
12,"TPL2","6","19","female","Recall","Study","3","43","orotund","pompous","0","spiral","17198"
12,"TPL2","6","19","female","Recall","Study","3","44","subduce","withdraw","0","secret","23555"
12,"TPL2","6","19","female","Recall","Study","3","45","slake","quench","1","quench","6933"
13,"TPL2","1","19","male","PracticeStudy",NA,"1","1","zamindar","landlord",NA,NA,NA
13,"TPL2","1","19","male","PracticeStudy",NA,"1","2","leggiadrous","elegant",NA,NA,NA
13,"TPL2","1","19","male","PracticeStudy",NA,"1","3","carcanet","necklace",NA,NA,NA
13,"TPL2","1","19","male","PracticeRecall","Study","1","1","zamindar","landlord","1","Landlord","14748"
13,"TPL2","1","19","male","PracticeRecall","Study","1","2","carcanet","necklace","1","necklace","4045"
13,"TPL2","1","19","male","PracticeRecall","Study","1","3","leggiadrous","elegant","1","elegant","4013"
13,"TPL2","1","19","male","Study",NA,"1","1","spoliate","plunder",NA,NA,NA
13,"TPL2","1","19","male","Study",NA,"1","2","opprobrium","disgrace",NA,NA,NA
13,"TPL2","1","19","male","Study",NA,"1","3","interstice","space",NA,NA,NA
13,"TPL2","1","19","male","Study",NA,"1","4","lassitude","tiredness",NA,NA,NA
13,"TPL2","1","19","male","Study",NA,"1","5","subvention","grant",NA,NA,NA
13,"TPL2","1","19","male","Study",NA,"1","6","stanchion","support",NA,NA,NA
13,"TPL2","1","19","male","Study",NA,"1","7","recreant","surrendering",NA,NA,NA
13,"TPL2","1","19","male","Study",NA,"1","8","effulgent","shining",NA,NA,NA
13,"TPL2","1","19","male","Study",NA,"1","9","esculent","edible",NA,NA,NA
13,"TPL2","1","19","male","Study",NA,"1","10","subsecive","spare",NA,NA,NA
13,"TPL2","1","19","male","Study",NA,"1","11","spoffish","fussy",NA,NA,NA
13,"TPL2","1","19","male","Study",NA,"1","12","peculate","embezzle",NA,NA,NA
13,"TPL2","1","19","male","Study",NA,"1","13","valinch","tube",NA,NA,NA
13,"TPL2","1","19","male","Study",NA,"1","14","stentorian","loud",NA,NA,NA
13,"TPL2","1","19","male","Study",NA,"1","15","inchoate","undeveloped",NA,NA,NA
13,"TPL2","1","19","male","Recall","Study","1","1","peculate","embezzle","1","embezzle","6587"
13,"TPL2","1","19","male","Recall","Study","1","2","valinch","tube","1","tube","3733"
13,"TPL2","1","19","male","Recall","Study","1","3","interstice","space","1","space","3488"
13,"TPL2","1","19","male","Recall","Study","1","4","stentorian","loud","0","edible","71523"
13,"TPL2","1","19","male","Recall","Study","1","5","esculent","edible","1","edible","6406"
13,"TPL2","1","19","male","Recall","Study","1","6","spoliate","plunder","0","disgrace","25806"
13,"TPL2","1","19","male","Recall","Study","1","7","opprobrium","disgrace","1","disgrace","15222"
13,"TPL2","1","19","male","Recall","Study","1","8","subvention","grant","0","plunder","16333"
13,"TPL2","1","19","male","Recall","Study","1","9","subsecive","spare","0","space","84303"
13,"TPL2","1","19","male","Recall","Study","1","10","spoffish","fussy","0","food","62393"
13,"TPL2","1","19","male","Recall","Study","1","11","lassitude","tiredness","1","tiredness","20378"
13,"TPL2","1","19","male","Recall","Study","1","12","effulgent","shining","0","full","14695"
13,"TPL2","1","19","male","Recall","Study","1","13","inchoate","undeveloped","0","undeveloping","43878"
13,"TPL2","1","19","male","Recall","Study","1","14","stanchion","support","0","surrendering","15322"
13,"TPL2","1","19","male","Recall","Study","1","15","recreant","surrendering","1","surrendering","5432"
13,"TPL2","1","19","male","PracticeMeaning",NA,"1","1","gadoid","fish","0","gun","3939"
13,"TPL2","1","19","male","PracticeMeaning",NA,"1","2","tantivy","quick","0","top","6419"
13,"TPL2","1","19","male","PracticeMeaning",NA,"1","3","droze","drip","0","slow","6874"
13,"TPL2","1","19","male","Meaning",NA,"1","1","frond","leaf","0","kind","4152"
13,"TPL2","1","19","male","Meaning",NA,"1","2","maunder","ramble","0","kill","4509"
13,"TPL2","1","19","male","Meaning",NA,"1","3","subduce","withdraw","0","reduce","5234"
13,"TPL2","1","19","male","Meaning",NA,"1","4","contumacious","rebellious","0","d","9586"
13,"TPL2","1","19","male","Meaning",NA,"1","5","gossamer","flimsy","0","gun","2472"
13,"TPL2","1","19","male","Meaning",NA,"1","6","immure","imprison","0","involve","5582"
13,"TPL2","1","19","male","Meaning",NA,"1","7","sprauncy","smart","0","skinny","5852"
13,"TPL2","1","19","male","Meaning",NA,"1","8","imprecation","curse","0","consequence","6146"
13,"TPL2","1","19","male","Meaning",NA,"1","9","immolate","sacrifice","0","copy","3570"
13,"TPL2","1","19","male","Meaning",NA,"1","10","minatory","threatening","0","minimum","4300"
13,"TPL2","1","19","male","Meaning",NA,"1","11","orotund","pompous","0","full","5313"
13,"TPL2","1","19","male","Meaning",NA,"1","12","objurgate","rebuke","0","watch","6459"
13,"TPL2","1","19","male","Meaning",NA,"1","13","burgeon","flourish","0","boat","5002"
13,"TPL2","1","19","male","Meaning",NA,"1","14","plangent","noisy","0","idea","7368"
13,"TPL2","1","19","male","Meaning",NA,"1","15","roke","mist","0","cleaned","5675"
13,"TPL2","1","19","male","Recall","Meaning","2","16","objurgate","rebuke","0","threatening","22284"
13,"TPL2","1","19","male","Recall","Meaning","2","17","contumacious","rebellious","0","imprison","17221"
13,"TPL2","1","19","male","Recall","Meaning","2","18","immolate","sacrifice","0","sacrafice","9028"
13,"TPL2","1","19","male","Recall","Meaning","2","19","subduce","withdraw","1","withdraw","14618"
13,"TPL2","1","19","male","Recall","Meaning","2","20","frond","leaf","1","leaf","13460"
13,"TPL2","1","19","male","Recall","Meaning","2","21","immure","imprison","1","imprison","5167"
13,"TPL2","1","19","male","Recall","Meaning","2","22","minatory","threatening","0","flourish","19450"
13,"TPL2","1","19","male","Recall","Meaning","2","23","roke","mist","1","mist","13269"
13,"TPL2","1","19","male","Recall","Meaning","2","24","plangent","noisy","0","threatening","23661"
13,"TPL2","1","19","male","Recall","Meaning","2","25","maunder","ramble","1","ramble","4161"
13,"TPL2","1","19","male","Recall","Meaning","2","26","gossamer","flimsy","0","smart","28988"
13,"TPL2","1","19","male","Recall","Meaning","2","27","imprecation","curse","0","smart","9553"
13,"TPL2","1","19","male","Recall","Meaning","2","28","sprauncy","smart","1","smart","12797"
13,"TPL2","1","19","male","Recall","Meaning","2","29","burgeon","flourish","0","curse","16435"
13,"TPL2","1","19","male","Recall","Meaning","2","30","orotund","pompous","0","flourish","20393"
13,"TPL2","1","19","male","PracticeFirstWord",NA,"1","1","desman","mole","0","dessert","3803"
13,"TPL2","1","19","male","PracticeFirstWord",NA,"1","2","achene","fruit","0","acne","3036"
13,"TPL2","1","19","male","PracticeFirstWord",NA,"1","3","infandous","horrible","0","infamous","4068"
13,"TPL2","1","19","male","First Word",NA,"1","1","succursal","branch","0","curse","2642"
13,"TPL2","1","19","male","First Word",NA,"1","2","subluxation","dislocation","0","difference","5775"
13,"TPL2","1","19","male","First Word",NA,"1","3","superate","overcome","0","superior","7060"
13,"TPL2","1","19","male","First Word",NA,"1","4","limpid","clear","0","animal","5224"
13,"TPL2","1","19","male","First Word",NA,"1","5","encomium","tribute","0","money","3626"
13,"TPL2","1","19","male","First Word",NA,"1","6","slake","quench","0","snake","2597"
13,"TPL2","1","19","male","First Word",NA,"1","7","compendious","concise","0","thinking","4416"
